3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,G,MP,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,all_defensive
0.0,6.5,5.0,-3.5,-0.2,19.8,1.4,0.73,71.0,1389.0,-3.3,9.3,0.4,13.0,1.1,19.8,14.4,0.5429999999999999,16.6,-0.5,1.8,0.062,1
0.005,6.9,2.0,-3.4,-1.5,14.2,0.8,0.17600000000000002,64.0,1174.0,-2.0,7.7,0.8,12.7,0.9,10.3,11.0,0.49,19.7,-0.4,1.6,0.065,0
0.006999999999999999,8.4,2.4,-2.1,0.6,13.6,2.0,0.59,77.0,1407.0,-2.7,10.5,1.0,10.7,1.1,17.1,12.0,0.5,13.5,0.0,3.0,0.104,0
0.021,7.6,1.0,-4.3,-1.0,17.0,0.7,0.369,82.0,1448.0,-3.3,7.1,0.7,10.3,1.3,14.6,11.9,0.488,16.7,-0.8,1.4,0.046,0
0.27,9.5,1.7,-3.3,-1.1,14.0,0.4,0.097,68.0,1110.0,-2.2,7.8,-0.2,9.5,1.0,13.0,10.9,0.423,14.5,-0.4,0.2,0.009000000000000001,0
0.0,4.0,3.4,-4.4,-1.9,16.8,0.8,0.424,72.0,1150.0,-2.4,11.0,1.0,14.4,0.7,13.4,13.8,0.54,20.7,-0.7,1.8,0.075,0
0.136,31.8,0.1,-3.5,-1.1,7.5,0.3,0.231,36.0,560.0,-2.5,3.3,-0.5,11.5,2.9,19.5,5.3,0.431,21.8,-0.2,-0.2,-0.014,0
0.208,18.8,0.4,-0.2,1.6,6.2,0.8,0.17,64.0,964.0,-1.8,3.9,0.7,11.6,3.4,18.3,5.1,0.507,13.4,0.4,1.5,0.076,0
0.004,8.4,2.4,-4.0,-0.9,19.4,0.8,0.407,57.0,817.0,-3.1,8.9,0.0,11.2,1.1,13.0,14.1,0.45,18.6,-0.4,0.8,0.048,0
0.489,17.8,0.6,-4.4,-1.1,7.2,0.5,0.221,62.0,872.0,-3.3,1.5,-0.9,8.8,2.1,14.6,4.3,0.442,22.1,-0.5,-0.5,-0.027000000000000003,0
0.0,1.6,4.2,-1.2,0.0,24.0,0.9,0.49,47.0,618.0,-1.2,10.2,0.8,15.7,1.5,12.4,17.0,0.5529999999999999,15.6,0.1,1.6,0.127,0
0.104,29.5,0.5,-3.3,-1.0,8.6,0.2,0.243,40.0,403.0,-2.3,3.4,-0.1,12.4,2.6,23.9,6.0,0.483,19.3,-0.1,0.1,0.006,0
0.018000000000000002,31.2,0.2,-2.9,-1.1,9.0,0.1,0.162,37.0,371.0,-1.8,3.5,0.2,12.4,1.6,16.2,6.2,0.467,17.2,-0.1,0.4,0.047,0
0.0,1.5,5.8,-4.0,-0.4,12.4,0.5,0.639,53.0,516.0,-3.7,8.6,0.5,12.9,0.5,7.8,10.5,0.502,17.7,-0.3,1.0,0.094,0
0.021,5.8,4.9,-2.5,1.2,16.8,0.7,0.625,60.0,516.0,-3.7,10.4,-0.2,9.9,1.7,22.7,13.7,0.449,13.9,-0.1,0.5,0.047,0
0.0,2.4,1.1,-6.4,-0.8,19.0,0.5,0.483,53.0,452.0,-5.6,7.9,0.3,10.0,0.7,18.3,13.4,0.573,17.3,-0.5,0.8,0.083,0
0.04,9.6,0.9,-2.4,-0.4,9.8,0.6,0.263,54.0,430.0,-2.0,12.4,0.1,13.3,2.2,10.1,11.1,0.443,22.0,0.0,0.6,0.071,1
0.574,27.4,0.0,3.6,-0.2,6.6,0.1,0.191,21.0,156.0,3.8,1.4,0.3,17.1,1.7,11.9,4.0,0.536,24.0,0.2,0.4,0.136,0
0.0,9.8,1.3,-3.0,-1.7,19.0,0.3,0.252,41.0,238.0,-1.3,15.1,0.2,16.9,1.6,11.2,17.0,0.479,25.7,-0.1,0.5,0.098,0
0.2,6.5,0.4,-8.8,-1.5,3.5,0.2,0.118,35.0,196.0,-7.2,5.7,-0.4,3.8,1.9,8.2,4.6,0.358,22.3,-0.3,-0.2,-0.054000000000000006,0
0.014,10.4,3.7,-1.7,0.4,19.0,2.5,0.247,68.0,2272.0,-2.1,6.7,-0.4,13.4,1.8,13.8,12.7,0.472,19.9,0.2,2.1,0.044,0
0.045,7.3,1.4,-1.6,-1.4,19.8,0.7,0.378,48.0,1410.0,-0.2,8.3,1.9,16.1,1.2,13.6,13.6,0.534,20.5,0.2,2.6,0.08900000000000001,0
0.431,9.7,0.6,-0.2,-0.9,12.4,1.9,0.151,82.0,2390.0,0.7,3.0,3.3,13.2,1.1,9.7,7.6,0.541,18.5,1.0,5.3,0.106,0
0.03,8.1,4.1,-0.5,0.8,18.3,2.6,0.378,81.0,2133.0,-1.3,7.0,0.5,14.7,1.3,16.7,12.8,0.518,19.1,0.8,3.0,0.068,0
0.245,9.6,0.8,-0.7,-0.8,9.4,1.3,0.215,80.0,1809.0,0.1,6.8,2.3,14.1,1.8,9.6,8.1,0.507,20.1,0.5,3.6,0.096,0
0.011,9.0,0.4,-4.5,-1.8,10.1,0.3,0.317,51.0,1147.0,-2.7,7.6,-0.1,11.1,2.0,10.4,8.7,0.434,20.8,-0.7,0.2,0.008,0
0.06,9.4,0.9,-6.1,-2.8,18.5,0.6,0.249,72.0,1580.0,-3.3,5.5,-1.3,11.0,1.0,14.7,11.8,0.476,24.7,-1.6,-0.7,-0.022,0
0.271,15.1,0.6,-1.6,0.1,11.9,1.3,0.236,77.0,1660.0,-1.6,2.8,-0.4,12.1,2.7,17.1,7.2,0.503,20.8,0.2,0.9,0.026,0
0.08,8.0,0.3,-4.3,-1.9,8.4,0.5,0.262,65.0,1382.0,-2.4,3.5,0.3,11.6,1.7,10.5,5.9,0.484,23.2,-0.8,0.8,0.027000000000000003,0
0.003,2.4,3.3,-4.2,-1.3,17.3,1.0,0.322,59.0,1166.0,-2.9,10.6,0.3,12.6,0.9,15.2,13.9,0.5,20.4,-0.7,1.3,0.053,0
0.153,6.5,1.0,-2.8,-1.0,13.3,0.8,0.207,78.0,1522.0,-1.8,5.5,1.0,10.5,1.3,10.0,9.4,0.483,15.8,-0.3,1.7,0.055,0
0.27,27.5,0.2,-2.4,-0.7,7.9,0.4,0.232,50.0,936.0,-1.7,2.6,0.2,12.2,2.8,13.6,5.1,0.458,19.7,-0.1,0.6,0.03,0
0.28800000000000003,8.3,0.4,0.8,-1.1,12.5,1.0,0.301,76.0,1358.0,2.0,9.1,2.1,16.5,1.7,9.7,10.8,0.516,22.4,0.9,3.0,0.106,0
0.0,4.8,5.3,-3.1,1.1,14.9,1.4,0.33,64.0,1098.0,-4.2,9.9,0.5,11.1,1.8,21.3,12.3,0.541,12.0,-0.3,1.9,0.084,0
0.385,23.0,1.0,-4.4,-1.5,9.4,0.4,0.112,61.0,1050.0,-2.9,1.0,-1.3,8.5,2.2,21.0,5.0,0.442,17.9,-0.6,-0.9,-0.043,0
0.326,7.9,1.6,-3.5,-0.8,10.4,0.9,0.223,78.0,1313.0,-2.8,4.7,-0.9,8.4,1.7,17.8,7.6,0.463,17.7,-0.5,0.0,0.0,0
0.0,3.2,4.2,-4.0,0.8,19.4,1.6,0.423,57.0,947.0,-4.7,9.8,-0.3,9.6,0.5,20.6,14.5,0.502,15.1,-0.5,1.3,0.067,0
0.012,3.5,4.3,-2.0,0.9,15.1,1.6,0.416,80.0,1312.0,-2.9,9.6,0.2,13.1,2.5,13.8,12.4,0.487,16.2,0.0,1.9,0.069,0
0.221,23.7,0.6,-2.5,-0.9,7.3,0.7,0.494,76.0,1237.0,-1.5,0.8,0.8,12.6,1.8,17.6,4.1,0.509,20.0,-0.2,1.4,0.056,0
0.043,26.8,0.1,-5.2,-0.7,9.1,1.2,0.343,78.0,1268.0,-4.5,2.2,-1.3,9.0,2.0,23.2,5.6,0.458,20.5,-1.0,-0.1,-0.006,0
0.626,12.4,0.2,-1.6,-1.2,7.0,0.2,0.14,53.0,851.0,-0.3,1.3,1.3,11.2,1.4,12.6,4.2,0.5670000000000001,14.2,0.1,1.6,0.08800000000000001,0
0.006999999999999999,4.2,5.2,-2.2,0.8,19.9,2.0,0.535,74.0,1095.0,-2.9,10.8,0.6,13.4,0.9,15.4,15.4,0.506,16.7,0.0,2.6,0.114,0
0.006999999999999999,9.1,0.8,-2.6,-0.1,15.3,0.6,0.316,42.0,469.0,-2.5,7.1,0.4,11.7,1.0,14.8,11.2,0.529,17.9,-0.1,0.9,0.096,0
0.223,19.4,0.0,-3.3,-0.9,8.0,0.6,0.142,50.0,550.0,-2.4,1.1,-0.2,11.6,1.3,11.8,4.5,0.478,26.2,-0.2,0.4,0.035,0
0.056,11.6,0.5,-1.9,-0.3,7.6,0.5,0.269,55.0,595.0,-1.6,7.0,0.4,13.6,2.2,16.3,7.3,0.542,21.0,0.0,0.9,0.07400000000000001,0
0.0,3.0,2.6,-4.8,1.1,13.3,0.9,0.455,54.0,581.0,-5.8,6.7,-0.3,7.9,1.5,22.6,9.9,0.528,16.0,-0.4,0.6,0.052000000000000005,0
0.009000000000000001,5.4,0.9,-4.5,-1.6,13.6,0.3,0.327,70.0,641.0,-2.9,13.2,0.8,9.2,0.7,17.3,13.4,0.53,10.9,-0.4,1.1,0.085,0
0.132,9.6,0.6,-7.7,-1.7,7.9,0.2,0.418,40.0,293.0,-6.0,3.9,-0.6,4.3,1.8,20.6,5.9,0.413,21.3,-0.4,-0.4,-0.071,0
0.002,11.8,3.3,1.3,-0.9,18.4,3.3,0.41,81.0,2999.0,2.2,13.3,4.2,20.6,1.2,12.9,15.8,0.528,27.0,2.5,7.5,0.121,0
0.16,20.2,2.3,0.6,-0.2,18.2,1.5,0.41,76.0,2767.0,0.8,6.2,1.7,16.8,1.7,17.6,12.0,0.521,23.5,1.8,3.2,0.055,0
0.278,31.6,0.7,2.0,-0.6,10.2,2.0,0.327,77.0,2776.0,2.7,6.3,4.4,18.4,2.2,19.3,8.3,0.5429999999999999,25.0,2.8,6.4,0.111,0
0.252,17.7,1.3,-0.2,0.9,13.1,2.6,0.368,72.0,2238.0,-1.1,3.2,-0.3,13.4,2.9,15.8,8.1,0.491,21.4,1.0,2.3,0.05,1
0.117,14.2,0.8,0.9,-0.1,9.9,1.7,0.241,73.0,2171.0,1.0,4.7,4.5,15.4,1.4,10.1,7.3,0.5710000000000001,17.1,1.6,6.2,0.13699999999999998,0
0.138,13.4,0.6,0.6,1.4,15.2,2.1,0.383,72.0,1927.0,-0.9,7.2,1.8,12.6,3.1,16.2,11.0,0.503,13.0,1.3,3.9,0.098,0
0.065,38.7,0.6,1.9,0.0,10.5,1.8,0.387,82.0,2093.0,1.9,4.5,3.5,17.9,2.0,15.8,7.5,0.517,21.8,2.1,5.3,0.122,0
0.41,10.8,1.1,0.7,1.2,12.4,1.9,0.28,81.0,2052.0,-0.5,4.5,2.5,13.0,2.4,13.6,8.4,0.55,14.8,1.4,4.3,0.101,0
0.23,9.8,0.8,-2.6,-0.8,17.7,1.6,0.394,72.0,1797.0,-1.8,9.4,0.6,12.0,1.5,15.2,13.6,0.477,18.0,-0.3,2.2,0.058,0
0.047,9.1,3.0,1.3,0.9,19.7,2.4,0.18,51.0,1260.0,0.3,9.5,1.7,17.1,1.5,9.1,14.7,0.511,19.6,1.0,4.1,0.158,0
0.231,22.6,0.5,-1.7,-0.5,7.9,0.7,0.258,75.0,1793.0,-1.2,3.1,0.7,12.9,2.6,15.3,5.4,0.484,20.2,0.2,1.3,0.036000000000000004,0
0.045,31.7,0.2,-2.7,0.2,9.0,2.4,0.244,79.0,1859.0,-3.0,3.1,-1.0,11.0,2.7,23.5,6.2,0.442,18.5,-0.4,1.4,0.036000000000000004,0
0.262,29.3,0.3,-1.0,-0.6,8.2,0.9,0.233,81.0,1888.0,-0.4,1.4,0.9,13.9,2.5,19.1,4.8,0.4970000000000001,19.2,0.5,1.9,0.047,0
0.22,30.9,0.1,-0.8,-1.4,7.1,1.3,0.179,82.0,1626.0,0.6,1.3,1.1,14.4,1.6,15.1,4.2,0.489,24.3,0.5,2.4,0.07200000000000001,0
0.127,13.7,0.3,-3.7,-2.2,7.7,0.3,0.22,71.0,1373.0,-1.4,3.1,0.4,11.6,1.1,11.2,5.4,0.482,24.2,-0.6,0.7,0.024,0
0.112,8.6,1.5,-1.5,0.7,13.7,0.8,0.27,48.0,923.0,-2.2,6.6,1.0,12.1,2.1,12.1,10.1,0.527,14.2,0.1,1.8,0.094,0
0.256,32.6,0.9,-0.8,1.2,8.4,2.2,0.353,82.0,1523.0,-2.0,3.6,-0.1,12.9,3.3,21.9,6.1,0.486,18.9,0.5,2.1,0.065,0
0.023,7.0,1.3,-2.5,-1.0,14.3,1.4,0.557,77.0,1370.0,-1.5,9.8,1.2,14.1,0.9,19.1,12.0,0.5529999999999999,22.1,-0.2,2.6,0.091,0
0.01,5.2,1.6,0.6,0.2,12.8,1.5,0.166,67.0,1112.0,0.4,5.6,1.5,16.4,2.2,8.6,9.3,0.569,18.3,0.7,3.0,0.13,0
0.0,7.7,2.0,-5.4,-0.4,16.3,1.0,0.638,71.0,975.0,-5.0,13.8,-0.4,7.8,1.4,25.0,15.0,0.45,11.1,-0.8,0.6,0.032,0
0.54,26.8,0.2,-4.0,-1.6,7.4,0.2,0.32299999999999995,45.0,597.0,-2.4,2.2,0.3,8.9,1.3,22.9,4.7,0.498,13.4,-0.3,0.5,0.041,0
0.211,7.1,1.3,-5.5,-0.9,8.9,0.9,0.174,74.0,896.0,-4.5,6.4,-0.5,6.6,1.4,12.5,7.7,0.441,18.9,-0.8,0.3,0.018000000000000002,0
0.077,4.9,1.5,-0.2,1.5,7.3,0.6,0.453,52.0,589.0,-1.7,13.7,0.8,11.8,3.4,9.1,10.5,0.467,11.4,0.3,1.4,0.111,0
0.0,4.2,5.1,0.0,1.6,20.8,1.0,0.335,56.0,528.0,-1.6,9.9,0.7,16.1,1.1,12.3,15.3,0.557,17.5,0.3,1.7,0.15,0
0.009000000000000001,5.2,1.4,-3.7,-0.3,16.3,0.3,0.33,46.0,423.0,-3.4,5.7,-0.1,10.0,1.7,13.8,11.0,0.463,16.0,-0.2,0.2,0.027000000000000003,0
0.314,8.9,1.4,-4.5,-0.5,17.7,0.6,0.193,47.0,432.0,-4.0,6.9,-0.5,7.6,1.7,12.7,12.4,0.395,18.6,-0.3,0.1,0.013,0
0.0,3.7,0.8,-4.8,-1.7,19.9,0.2,0.727,39.0,351.0,-3.1,11.5,0.2,11.8,1.4,18.3,15.7,0.5379999999999999,18.4,-0.2,0.5,0.063,0
0.002,4.3,6.7,-3.7,-0.3,15.7,1.1,0.195,82.0,1848.0,-3.4,8.6,0.3,12.6,0.6,14.1,12.1,0.518,15.3,-0.8,1.4,0.037000000000000005,0
0.348,26.2,0.3,-6.3,-2.0,7.8,0.3,0.199,59.0,484.0,-4.3,1.9,-0.8,6.7,1.5,17.6,4.8,0.391,22.3,-0.5,-0.5,-0.046,0
0.02,19.7,0.0,-4.4,-0.4,10.4,0.2,0.378,53.0,394.0,-4.0,5.1,-0.5,8.8,2.7,27.8,7.7,0.473,18.3,-0.2,-0.3,-0.041,0
0.326,5.5,0.8,-3.5,-1.0,14.1,0.6,0.285,49.0,345.0,-2.5,9.1,0.1,12.1,1.5,11.5,11.6,0.478,23.3,-0.1,0.7,0.093,0
,1.4,1.7,-7.0,-1.4,19.2,0.2,,22.0,132.0,-5.6,10.0,-0.1,7.1,1.5,21.2,14.5,,15.8,-0.2,0.0,0.004,0
0.524,25.2,0.0,-1.0,-0.3,8.1,1.3,0.17,50.0,1805.0,-0.6,0.8,0.7,12.8,2.6,17.7,4.5,0.483,19.1,0.5,2.1,0.055,0
0.086,17.2,3.3,2.8,-0.4,12.6,1.4,0.35,50.0,1760.0,3.1,6.1,3.6,19.6,1.7,11.1,9.3,0.516,25.6,2.1,5.0,0.136,0
0.122,35.1,0.2,-1.8,-1.6,7.2,0.2,0.279,50.0,1758.0,-0.2,2.0,1.1,14.8,2.4,17.7,4.6,0.487,21.5,0.1,1.3,0.035,0
0.315,12.3,2.2,3.7,0.3,13.6,2.0,0.301,48.0,1632.0,3.4,7.8,2.9,19.2,2.6,13.4,10.6,0.54,23.1,2.3,4.9,0.14400000000000002,0
0.355,10.4,0.5,-2.1,-1.7,4.0,0.2,0.156,50.0,1558.0,-0.4,2.1,2.0,11.5,0.9,11.8,3.1,0.5539999999999999,16.9,0.0,2.2,0.069,0
0.08900000000000001,6.6,1.8,-5.8,-2.3,26.3,0.5,0.4270000000000001,41.0,624.0,-3.5,15.3,-0.3,11.1,1.4,14.3,20.6,0.405,16.2,-0.6,0.2,0.016,0
0.365,13.7,1.1,-1.1,-0.4,6.7,0.8,0.272,49.0,1456.0,-0.6,1.9,1.6,12.2,1.6,14.8,4.5,0.537,17.2,0.4,2.3,0.077,0
0.0,3.4,3.2,-5.0,-2.1,23.2,0.5,0.29600000000000004,45.0,1279.0,-2.9,10.5,-0.8,11.8,1.1,15.9,16.5,0.445,19.0,-1.0,-0.3,-0.01,0
0.237,11.3,1.2,1.8,0.5,11.5,0.4,0.328,50.0,1288.0,1.2,4.9,2.7,17.0,3.2,10.3,8.0,0.5429999999999999,18.2,1.2,3.1,0.117,0
0.025,5.9,1.1,0.0,-0.4,17.6,1.4,0.388,47.0,1058.0,0.4,12.9,0.9,16.6,1.9,12.8,15.2,0.487,22.2,0.5,2.3,0.105,0
0.078,7.1,0.4,-1.7,-0.3,13.4,1.5,0.447,50.0,1114.0,-1.5,9.0,1.2,13.0,1.5,16.0,11.2,0.5329999999999999,18.6,0.1,2.6,0.113,0
0.202,8.4,2.0,-2.5,-0.7,14.3,0.7,0.381,47.0,958.0,-1.8,4.8,0.1,12.8,1.6,15.7,9.5,0.491,22.3,-0.1,0.8,0.04,0
0.126,15.3,1.1,1.5,0.2,12.7,1.5,0.365,50.0,988.0,1.3,9.6,0.9,16.7,2.4,12.4,11.1,0.474,25.2,0.9,2.4,0.117,1
0.005,8.2,4.6,0.9,1.7,15.4,1.2,0.398,49.0,786.0,-0.8,12.5,1.3,17.0,3.1,15.1,14.0,0.5479999999999999,16.9,0.6,2.5,0.152,0
0.0,4.8,1.6,-2.3,-0.1,12.4,1.1,0.3,49.0,780.0,-2.2,9.7,1.2,13.7,1.3,7.9,11.0,0.503,19.1,0.0,2.2,0.138,0
0.139,20.2,0.9,-8.2,-1.5,8.2,0.4,0.14800000000000002,42.0,624.0,-6.7,1.4,-1.6,5.1,1.8,16.7,4.6,0.3720000000000001,20.8,-1.0,-1.2,-0.08900000000000001,0
0.013,4.0,5.4,-3.0,0.0,17.5,0.2,0.463,28.0,409.0,-3.0,9.9,0.1,11.3,1.3,17.9,13.6,0.483,13.0,-0.1,0.2,0.029,0
0.521,20.1,0.0,0.5,0.1,12.8,0.3,0.14300000000000002,24.0,344.0,0.4,1.9,0.4,13.7,2.0,11.8,7.2,0.494,18.5,0.2,0.7,0.095,0
0.106,5.7,0.4,-3.0,-1.9,10.8,0.2,0.329,39.0,538.0,-1.1,5.5,0.9,13.0,0.8,9.3,8.1,0.557,18.4,-0.1,1.1,0.101,0
0.024,6.9,5.5,-6.2,-0.2,17.9,0.3,0.32,23.0,313.0,-6.0,9.8,-0.5,11.3,1.7,18.3,13.8,0.445,25.3,-0.3,-0.1,-0.022,0
0.38,19.0,0.6,-5.5,-0.9,7.2,0.2,0.062,34.0,441.0,-4.6,0.9,-0.3,6.6,1.5,19.0,4.2,0.445,17.4,-0.4,-0.1,-0.006999999999999999,0
,2.2,4.5,2.5,0.5,18.3,0.3,,26.0,331.0,2.0,9.3,1.1,21.1,1.8,9.6,13.8,,14.3,0.4,1.4,0.201,0
0.014,9.0,2.8,1.6,0.0,19.8,0.5,0.7390000000000001,38.0,469.0,1.6,9.2,1.6,21.2,1.0,14.9,14.7,0.6509999999999999,21.7,0.4,2.1,0.22,0
0.06,19.2,0.9,-2.1,-0.5,8.9,0.5,0.295,46.0,557.0,-1.6,8.9,-0.4,12.9,2.9,19.3,8.9,0.462,23.8,0.0,0.2,0.015,0
0.052000000000000005,11.7,0.9,-4.8,-1.9,9.8,0.0,0.469,30.0,331.0,-2.9,7.0,-0.2,9.0,1.5,13.5,8.4,0.419,18.6,-0.2,-0.2,-0.025,0
0.12,6.3,1.9,-6.0,-0.9,9.7,0.3,0.342,31.0,320.0,-5.1,5.3,-0.4,8.3,1.9,13.5,7.4,0.438,22.9,-0.3,-0.2,-0.023,0
0.061,8.8,0.2,-4.8,-2.0,12.7,0.4,0.276,34.0,348.0,-2.8,4.1,-0.1,11.3,0.3,11.2,8.4,0.443,27.8,-0.2,0.3,0.035,0
0.228,28.4,0.0,-6.5,-2.4,5.6,0.1,0.038,22.0,221.0,-4.0,4.0,-0.4,7.2,1.5,19.9,4.7,0.405,21.5,-0.3,-0.3,-0.07,0
0.058,8.6,0.6,-4.2,-1.6,14.3,0.2,0.151,27.0,249.0,-2.6,11.0,0.0,11.3,1.9,10.7,12.6,0.425,19.0,-0.1,0.2,0.041,0
0.451,13.0,0.4,-4.9,-0.9,10.2,0.1,0.392,24.0,205.0,-4.0,1.6,-0.1,6.5,1.3,16.7,5.8,0.426,15.6,-0.2,0.0,0.002,0
0.052000000000000005,8.6,1.9,-1.9,1.4,14.9,0.5,0.371,35.0,284.0,-3.3,11.0,0.2,14.5,3.5,16.3,12.8,0.505,20.9,0.0,0.7,0.114,0
0.112,21.7,0.3,-6.7,-2.4,8.5,0.1,0.157,33.0,236.0,-4.4,2.4,-0.4,7.3,1.1,18.8,5.4,0.42,22.9,-0.3,-0.3,-0.06,0
0.118,2.2,1.5,-4.1,-2.5,10.3,0.1,0.608,24.0,144.0,-1.5,14.1,0.1,14.3,1.8,15.7,12.2,0.503,24.0,-0.1,0.2,0.07,0
0.0,3.0,2.6,-7.5,-1.7,18.6,0.2,0.5,26.0,121.0,-5.8,17.0,-0.2,10.0,2.2,19.0,17.8,0.41,23.7,-0.2,0.0,0.013,0
0.008,13.7,4.5,4.6,2.1,23.8,7.2,0.375,82.0,3204.0,2.5,10.5,5.6,22.6,0.9,15.7,17.6,0.5770000000000001,26.0,5.4,12.8,0.192,1
0.214,7.9,0.8,-0.8,-1.6,14.1,1.6,0.29100000000000004,62.0,2325.0,0.7,6.6,3.2,15.7,1.5,12.2,10.1,0.516,25.2,0.7,4.8,0.098,0
0.024,11.6,0.5,-1.4,-0.7,8.3,1.9,0.196,80.0,2662.0,-0.7,4.4,2.2,14.1,2.4,9.6,6.2,0.491,22.3,0.4,4.0,0.073,0
0.012,43.7,0.6,3.6,3.1,9.1,4.9,0.424,80.0,2483.0,0.5,3.4,3.5,17.1,4.2,21.6,6.3,0.515,16.7,3.5,8.4,0.163,0
0.0,0.0,0.0,-8.6,-2.5,34.9,0.0,0.375,8.0,16.0,-6.1,20.5,0.0,15.3,0.0,30.0,27.5,0.59,34.2,0.0,0.0,-0.015,0
0.102,29.5,0.4,-2.6,-1.3,13.3,0.7,0.231,68.0,2042.0,-1.3,4.4,-1.3,13.6,2.8,17.4,8.7,0.453,23.5,-0.3,-0.6,-0.014,0
0.21,22.3,0.2,-4.4,-1.1,6.0,0.8,0.181,77.0,2266.0,-3.3,2.4,-0.4,8.6,1.5,15.4,4.2,0.4370000000000001,15.2,-1.4,0.4,0.008,0
0.005,5.7,4.3,1.4,0.5,22.6,4.9,0.345,82.0,2379.0,1.0,14.6,4.5,19.7,1.2,12.6,18.6,0.564,22.4,2.1,9.4,0.189,0
0.14300000000000002,21.3,0.5,1.7,1.4,8.7,2.8,0.5379999999999999,66.0,1839.0,0.3,3.7,2.6,15.3,2.5,15.0,6.2,0.531,21.4,1.7,5.3,0.139,0
0.434,22.6,0.1,-1.2,-1.4,7.1,0.9,0.355,80.0,2216.0,0.2,3.0,2.1,13.6,2.5,16.7,5.0,0.516,20.4,0.5,3.0,0.065,1
0.095,26.6,0.4,-5.0,-2.6,7.1,-0.4,0.31,74.0,1956.0,-2.4,1.3,-0.9,9.9,1.5,20.8,4.2,0.465,17.9,-1.5,-1.3,-0.032,0
0.275,9.3,1.2,-4.1,-1.7,6.3,-0.2,0.16699999999999998,66.0,1539.0,-2.3,3.5,-0.1,9.6,1.8,11.9,4.9,0.478,17.9,-0.8,-0.3,-0.008,0
0.027000000000000003,7.6,3.4,-3.9,-1.3,17.2,0.8,0.198,65.0,1506.0,-2.5,10.5,-0.3,13.3,1.9,14.7,13.7,0.477,20.2,-0.7,0.5,0.015,0
0.25,9.3,0.7,-0.5,-1.2,11.8,1.3,0.338,77.0,1779.0,0.7,6.9,2.1,14.9,1.6,13.1,9.3,0.5379999999999999,22.8,0.7,3.4,0.091,0
0.005,8.0,1.2,-5.0,-2.5,17.8,0.4,0.555,80.0,1811.0,-2.5,11.5,1.5,14.3,1.3,17.1,14.6,0.537,23.1,-1.4,1.9,0.051,0
0.0,5.2,7.5,-1.4,1.9,21.9,2.6,0.44,81.0,1761.0,-3.3,12.2,0.4,12.9,0.9,18.1,16.9,0.486,11.9,0.3,3.0,0.081,0
0.001,6.6,1.8,-3.8,-2.4,13.5,0.3,0.361,71.0,1513.0,-1.5,8.8,1.5,16.1,1.2,12.0,11.1,0.521,26.1,-0.7,1.8,0.057,0
0.018000000000000002,10.0,0.9,-0.5,-1.5,16.0,0.7,0.415,52.0,1094.0,0.9,8.0,1.4,16.2,0.9,11.8,11.9,0.534,21.3,0.4,2.1,0.092,0
0.099,15.7,0.2,-2.6,0.0,6.0,0.8,0.319,54.0,1071.0,-2.6,2.6,0.5,10.3,1.9,15.3,4.4,0.504,16.0,-0.2,1.3,0.059,0
0.026,16.1,0.7,-5.5,-0.4,4.6,0.6,0.59,58.0,1070.0,-5.1,3.1,-1.5,7.7,3.1,20.2,3.9,0.439,20.4,-0.9,-0.9,-0.04,0
0.103,14.0,3.6,0.6,-0.7,16.2,0.7,0.279,64.0,1179.0,1.3,9.6,1.3,17.4,2.2,12.9,12.8,0.505,19.1,0.8,2.0,0.081,0
0.069,8.7,2.8,-2.8,0.6,17.4,0.9,0.32,41.0,680.0,-3.4,8.5,-0.2,13.2,2.4,13.5,12.8,0.455,20.5,-0.1,0.6,0.044,0
0.433,24.8,0.4,-2.4,0.0,7.6,0.7,0.44,38.0,622.0,-2.4,2.7,-0.1,9.6,2.1,23.6,5.2,0.481,16.0,-0.1,0.6,0.048,0
0.053,8.9,0.9,-4.8,-1.2,8.6,0.6,0.35,59.0,959.0,-3.6,5.0,-0.8,10.1,1.9,13.6,6.7,0.456,22.1,-0.7,-0.2,-0.008,0
0.348,11.1,0.8,-2.9,-0.7,15.3,0.5,0.262,38.0,530.0,-2.2,6.2,-0.2,11.8,2.0,16.6,10.7,0.4970000000000001,25.4,-0.1,0.3,0.029,0
0.013,3.6,6.8,-0.6,2.6,17.9,2.0,0.546,74.0,1007.0,-3.2,10.9,0.7,13.3,1.5,13.4,14.6,0.496,14.7,0.4,2.7,0.129,0
0.0,4.2,7.3,-1.9,0.4,16.3,0.5,0.3720000000000001,58.0,740.0,-2.3,9.6,0.1,14.0,0.8,13.6,12.9,0.482,16.7,0.0,0.6,0.041,0
0.01,24.3,0.0,-4.4,-0.6,8.2,0.2,0.7140000000000001,35.0,430.0,-3.8,2.3,-0.4,8.9,1.6,25.5,5.2,0.477,18.4,-0.3,-0.1,-0.014,0
,3.5,5.4,-5.3,0.5,18.6,0.9,,55.0,656.0,-5.9,11.5,-1.0,9.2,1.0,,15.0,,16.4,-0.6,-0.1,-0.009000000000000001,0
0.052000000000000005,14.3,0.7,-3.5,-0.5,13.2,0.3,0.371,39.0,395.0,-3.1,6.1,-0.2,11.1,2.0,18.7,9.6,0.474,19.2,-0.2,0.1,0.013,0
